PM10,71.5,81.5,104.5,70.5,86.5,86,96,89,51,79.5,6,,,,,,,,,,,,,
PM10,91,72.5,112,77.5,64,91,90,59.5,53,85,6,,,,,,,,,,,,,
PM10,57,87,115.5,88.5,62,80.5,163,66,57.5,90.5,6,,,,,,,,,,,,,
PM10,56.5,75,139.5,73.5,54.5,119.5,201.4285714,60.5,60.5,57.5,6,,,,,,,,,,,,,
PM10,68,61,173.5,59.5,67.5,88.5,128,81.5,70.5,77,6,,,,,,,,,,,,,
PM10,59.5,56,163.5,65.5,73,75.5,141,77.5,94.5,59.5,6,,,,,,,,,,,,,
PM10,69.5,59.5,149,69.5,64,76,144,96.5,97.5,72.5,6,,,,,,,,,,,,,
PM10,102,72.5,144,80.5,59,69.5,126,97.5,90,123,6,,,,,,,,,,,,,
PM10,85.5,68,125.5,71.5,58.5,67.5,96.5,93,80.5,108,6,,,,,,,,,,,,,
PM10,77,75,93.5,58,64.5,72.5,93,66.5,98,108,6,,,,,,,,,,,,,
PM10,69.5,84,89,47,66,66.5,70,97.5,80,90.5,6,,,,,,,,,,,,,
PM10,69.5,97,101,58,59.5,64.5,119,81.5,61.5,110.5,6,,,,,,,,,,,,,
PM10,82,101,96.5,71.5,81,70,90.5,124,67.5,91.5,6,,,,,,,,,,,,,
PM10,86,81,135.5,67,80.5,57,78.5,96.5,73.5,80.5,6,,,,,,,,,,,,,
PM10,70.5,70,129,59.5,97,53,95.5,86,91.5,70,6,,,,,,,,,,,,,
PM10,62.5,73,101.5,49,93.5,61,110,54,136,69.5,6,,,,,,,,,,,,,
PM10,42,62.5,86.5,68,70,72.5,87.5,72.5,106.5,90.5,6,,,,,,,,,,,,,
PM10,68,75,118.5,73,57,54,75,75.5,104,64,6,,,,,,,,,,,,,
PM10,90.5,72.5,94.5,81.5,56.5,69,72,69,98,54.5,6,,,,,,,,,,,,,
PM10,73.5,100,127,39,51,63.5,69.5,67,91.5,62,6,,,,,,,,,,,,,
PM10,81,102,137,87.5,58,51.5,63,65,72.5,68.5,6,,,,,,,,,,,,,
PM10,62,73.5,141.5,72,66.5,69,62.5,92.5,60,72,6,,,,,,,,,,,,,
PM10,60.5,72,130,67,64.5,59.5,57.5,65,59,79.5,6,,,,,,,,,,,,,
PM10,74.5,77.5,133.5,59,76.5,60.5,77.5,67,55,64,7,,,,,,,,,,,,,
PM10,74,85,141,61.5,84.5,49,75.5,61.5,58,80,7,,,,,,,,,,,,,
PM10,86.5,95.5,122.5,70.5,85.5,71.5,60,63,68,59.5,7,,,,,,,,,,,,,
PM10,84,70,128.5,76.5,74,66,69.5,59,65.5,83,7,,,,,,,,,,,,,
PM10,70,69,102.5,72,73,79.5,61.5,72,71,65,7,,,,,,,,,,,,,
PM10,66.5,62,100,70.5,63.5,61,52,79.5,80.5,85.5,7,,,,,,,,,,,,,
PM10,70.5,84.5,104,86.5,66.5,74.5,53.5,103,72,87.5,7,,,,,,,,,,,,,
PM10,71.5,77,100,150,78,69,65.5,103.5,70.5,68.5,7,,,,,,,,,,,,,
PM10,83.5,66,87,138.5,91,75,63,52,68.5,77.5,7,,,,,,,,,,,,,
PM10,82,78.5,119.5,115.5,91.5,74.5,66,66,69.5,87.5,7,,,,,,,,,,,,,
PM10,71.5,85.5,141,99,77,67.5,94.5,104,58,89.5,7,,,,,,,,,,,,,
PM10,69,69,115,86.5,92.5,90.5,120,76.5,61.5,83,7,,,,,,,,,,,,,
PM10,64.5,75,83,80,90.5,85,83.5,75,59.5,89.5,7,,,,,,,,,,,,,
PM10,74.5,77.5,99.5,79,90,83,75.5,56,122,92,7,,,,,,,,,,,,,
PM10,67.5,64,116,78,65,77,74,67.5,114,85.5,7,,,,,,,,,,,,,
PM10,81,77,121,81,83.5,68.5,74,78,85.5,86.5,7,,,,,,,,,,,,,
PM10,78.5,64.5,127,69.5,95,60.5,75.5,93.5,115.5,106.5,7,,,,,,,,,,,,,
PM10,63.5,52,100.5,74,92,84.5,79,72.5,87.5,98.5,7,,,,,,,,,,,,,
PM10,58,83,84.5,84.5,78,52,56.5,71,82.5,63,7,,,,,,,,,,,,,
PM10,56.5,112,84,76,81.5,52,51.5,83.5,47,77,7,,,,,,,,,,,,,
PM10,66.5,65,77,87,87.5,49,47,102.5,70,85,7,,,,,,,,,,,,,
PM10,80.5,74.5,78,73.5,79,61,67.5,217.1428571,83.5,106.5,7,,,,,,,,,,,,,
PM10,85.5,100,73.5,60,77,87.5,78.5,79,74,95.5,7,,,,,,,,,,,,,
PM10,86.5,89,71,65,56.5,76.5,87.5,65.5,58.5,93,7,,,,,,,,,,,,,
PM10,126,74.5,75.5,55,69.5,156.5,67.5,59.5,94,59.5,7,,,,,,,,,,,,,
PM10,69.5,57.5,92.5,66.5,83.5,98,65.5,62,89,87,7,,,,,,,,,,,,,
PM10,62.5,56,99.5,155,89.5,79.5,99,91,63,64,7,,,,,,,,,,,,,
PM10,66,53,97.5,130.5,79.5,56.5,147.5,72.5,59.5,59.5,7,,,,,,,,,,,,,
PM10,68.5,73,110.5,123.5,63,66,91,90.5,65.5,99.5,7,,,,,,,,,,,,,
PM10,85,81.5,113,118.5,62,91,64.5,107.5,67,83,7,,,,,,,,,,,,,
PM10,72,81.5,87,86,59,63,58,60,69.5,60.5,7,,,,,,,,,,,,,
PM10,65.5,73,69,82.5,58,70.5,55.5,78,62,76,8,,,,,,,,,,,,,
PM10,66,82.5,92,71.5,83.5,74.5,64,69.5,69,60.5,8,,,,,,,,,,,,,
