2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
0.202,0.145,0.093,0.105,0.107,0.127,0.095,0.115,0.08,0.103
0.214,0.207,0.16,0.101,0.144,0.176,0.251,0.134,0.097,0.115
0.215,0.234,0.153,0.1,0.149,0.111,0.12,0.14,0.059,0.106
0.258,0.235,0.163,0.104,0.128,0.156,0.088,0.142,0.069,0.061
0.118,0.282,0.075,0.111,0.114,0.103,0.108,0.108,0.129,0.063
0.113,0.296,0.085,0.102,0.072,0.134,0.089,0.132,0.164,0.071
0.151,0.288,0.108,0.08,0.248,0.07,0.152,0.1,0.13,0.118
0.183,0.144,0.132,0.126,0.122,0.152,0.154,0.132,0.172,0.15
0.279,0.173,0.06,0.225,0.27,0.184,0.154,0.146,0.192,0.174
0.17,0.165,0.064,0.126,0.144,0.423,0.153,0.145,0.216,0.275
0.097,0.121,0.055,0.099,0.149,0.418,0.157,0.143,0.255,0.121
0.085,0.208,0.032,0.129,0.245,0.304,0.103,0.246,0.36,0.102
0.089,0.286,0.046,0.116,0.256,0.056,0.152,0.237,0.086,0.146
0.076,0.266,0.108,0.116,0.275,0.17,0.154,0.222,0.07,0.108
0.16,0.138,0.116,0.135,0.349,0.164,0.162,0.168,0.09,0.139
0.242,0.163,0.125,0.185,0.129,0.226,0.158,0.112,0.119,0.145
0.165,0.14,0.066,0.179,0.056,0.139,0.161,0.12,0.16,0.107
0.323,0.214,0.059,0.117,0.124,0.072,0.16,0.13,0.094,0.125
0.359,0.195,0.069,0.393,0.11,0.058,0.154,0.148,0.175,0.106
0.24,0.167,0.061,0.167,0.134,0.06,0.154,0.141,0.113,0.139
