2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
0.149,0.154,0.030,0.164,0.074,0.138,0.145,0.114,0.027,0.110
0.127,0.151,0.030,0.157,0.106,0.118,0.119,0.122,0.026,0.103
0.173,0.141,0.021,0.158,0.104,0.116,0.087,0.109,0.030,0.092
0.053,0.152,0.042,0.184,0.104,0.121,0.072,0.092,0.059,0.083
0.095,0.149,0.046,0.118,0.055,0.182,0.072,0.114,0.043,0.077
0.101,0.176,0.045,0.080,0.121,0.055,0.072,0.086,0.037,0.109
0.152,0.082,0.038,0.127,0.123,0.068,0.080,0.110,0.049,0.143
0.277,0.146,0.065,0.225,0.226,0.066,0.082,0.121,0.045,0.160
0.207,0.135,0.053,0.072,0.139,0.074,0.081,0.120,0.045,0.318
0.121,0.080,0.039,0.060,0.148,0.065,0.077,0.112,0.071,0.114
0.136,0.133,0.054,0.071,0.241,0.065,0.077,0.125,0.068,0.098
0.120,0.170,0.109,0.075,0.283,0.066,0.083,0.109,0.030,0.138
0.115,0.136,0.122,0.052,0.217,0.066,0.077,0.120,0.031,0.101
0.197,0.102,0.091,0.085,0.141,0.062,0.078,0.112,0.063,0.132
0.243,0.132,0.062,0.091,0.055,0.062,0.080,0.107,0.072,0.137
0.198,0.065,0.061,0.087,0.070,0.067,0.081,0.113,0.066,0.070
0.273,0.129,0.065,0.060,0.105,0.065,0.082,0.120,0.042,0.115
0.360,0.147,0.044,0.090,0.115,0.040,0.078,0.125,0.036,0.096
0.251,0.077,0.046,0.107,0.112,0.066,0.051,0.080,0.040,0.133
