2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
0.041,0.058,0.015,0.018,0.013,0.025,0.023,0.049,0.016,0.055
0.042,0.063,0.011,0.026,0.015,0.013,0.046,0.041,0.016,0.062
0.056,0.085,0.017,0.028,0.020,0.016,0.026,0.048,0.019,0.078
0.067,0.087,0.015,0.030,0.025,0.018,0.029,0.043,0.014,0.065
0.075,0.073,0.013,0.027,0.025,0.015,0.031,0.057,0.020,0.051
0.023,0.085,0.012,0.029,0.025,0.014,0.046,0.042,0.019,0.051
0.032,0.076,0.015,0.026,0.020,0.017,0.057,0.051,0.021,0.068
0.042,0.090,0.015,0.024,0.032,0.017,0.054,0.042,0.020,0.066
0.050,0.047,0.013,0.029,0.033,0.014,0.052,0.046,0.027,0.082
0.058,0.066,0.016,0.042,0.054,0.023,0.055,0.052,0.020,0.106
0.041,0.067,0.018,0.022,0.048,0.018,0.056,0.049,0.022,0.137
0.019,0.055,0.016,0.029,0.042,0.015,0.055,0.051,0.024,0.091
0.021,0.090,0.012,0.045,0.056,0.018,0.050,0.054,0.034,0.076
0.019,0.102,0.016,0.062,0.058,0.018,0.053,0.046,0.017,0.091
0.026,0.078,0.028,0.042,0.055,0.019,0.052,0.048,0.021,0.065
0.076,0.050,0.029,0.050,0.043,0.019,0.053,0.044,0.026,0.083
0.103,0.061,0.028,0.077,0.029,0.019,0.052,0.050,0.023,0.073
0.076,0.049,0.022,0.054,0.026,0.018,0.050,0.047,0.025,0.071
0.105,0.074,0.020,0.031,0.032,0.020,0.049,0.047,0.020,0.076
0.120,0.069,0.022,0.065,0.032,0.017,0.050,0.048,0.014,0.066
0.061,0.049,0.018,0.040,0.030,0.016,0.028,0.045,0.014,0.073
